2005_6,34,JNA_RD10,Mar-14,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,KB1_10,Dec-05,"ASW, AEM",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,GT_1318,Feb-10,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,DET1535,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,11a5_1473,Mar-15,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,cbdbA1595,Oct-05,"Kube, Nat. Biotech",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,DQ115513,Dec-05,"ASW, AEM",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,D337-WL,2012,LAH,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,8658241VS,Nov-09,"McMurdie, PLOS Gen.",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_6,34,8658324VS,Nov-09,"McMurdie, PLOS Gen.",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,KB13109_7,2012,LAH,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,KB1_22,2012,LAH,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,11a5_1460,Mar-15,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,GT_1307,Feb-10,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,cbdbA1582,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_12,40,8658312VS,Nov-09,"McMurdie, PLOS Gen.",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_11,18,KB1_12,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_11,18,11a5_1419,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_11,18,AY374253,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_9,37,KB1_11,Dec-05,"ASW, AEM",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_9,37,KB13240_1 ,2012,LAH,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_9,37,GT_1269,Feb-10,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_9,37,cbdbA1535,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_14,21,BAV1_0112,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_14,21,11a5_255,Mar-15,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_14,21,cbdbA96,Oct-05,"Kube, Nat. Biotech",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,KB1_13,Dec-05,"ASW, AEM",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,JNA_RD8,Mar-14,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,11a5_1467,Mar-15,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,GT_1312,Feb-10,NCBI direct submission,Jan-05,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,DET0318,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,cbdbA1588,Oct-05,"Kube, Nat. Biotech",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_2,30,8658318VS ,Nov-09,"McMurdie, PLOS Gen.",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_8,36,KB13241_5,2012,LAH,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_8,36,cbdbA1495,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_19,26,BAV1_0284,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_19,26,8657050VS,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_19,26,8658261VS  ,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_6,5,KB1338_1,2012,LAH,Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_6,5,11a5_1352,Mar-15,NCBI direct submission,Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_6,5,DET0079_tceA,Dec-00,"Magnuson, AEM",Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_6,5,AY165309,Sep-04,"Holscher, AEM",Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_6,5,D339-WL,Jun-09,"Grostern, U of T",Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_21,28,KB1_6,Dec-05,"ASW, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_21,28,BAV1_0847,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_1,8,KB1_14,Dec-05,"ASW, AEM",Aug-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_1,8,GT_1237,Feb-10,NCBI direct submission,Aug-04,"same journal as group 9, ordered by author alphabetical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_1,8,D338-WL,Jun-09,"Grostern, U of T",Aug-04,or by accession number by number for genomes all at same time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_1,8,8658217VS ,Aug-04,"Muller, AEM",Aug-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,KB13241_8,2012,LAH,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,JNA_RD9,Mar-14,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,btf_1440,Jun-13,Poritz FEMS Microbiol lett,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,11a5_1453,01-Mar,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,GT_1300,Feb-10,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,DET1519,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,cbdbA1575,Oct-05,"Kube, Nat. Biotech",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_4,32,DQ115514,Dec-05,"ASW, AEM",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,KB13241_7 ,2012,LAH,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,KB1_7,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,11a5_1456,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,GT_1303,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,cbdbA1578,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,AY374254,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12,19,8658308VS ,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_9,16,AY374251,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_9,16,11a5_1355,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_9,16,IBK_1358,Feb-16,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_18,25,BAV1_0281,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_18,25,8657053VS ,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_20,27,BAV1_0296,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_20,27,8657042VS ,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_1,29,KB13107_1,2012,LAH,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_1,29,DET0235,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_13,29,11a5_232,Mar-15,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_7,35,GT_0124,Feb-10,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_7,35,11a5_e001,Mar-15,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_7,35,JNA_RD11,Mar-14,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_7,35,DET1559,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_13,20,BAV1_0104,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_13,20,DET0311,Jan-05,"Sheshadri, Nature",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_13,20,cbdbA88,Oct-05,"Kube, Nat. Biotech",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_13,20,11a5_263,Mar-15,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_3,31,KB1_1155 ,2012,LAH,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_3,31,DET1171,Jan-05,"Sheshadri, Nature",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_3,31,11a5_1006,Mar-15,NCBI direct submission,Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_3,31,cbdbA1092,Oct-05,"Kube, Nat. Biotech",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_3,31,8658285VS ,Nov-09,"McMurdie, PLOS Gen.",Jan-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,KB13108_1,2012,LAH,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,JNA_RD7,14-Mar,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,GT_0241,Feb-10,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,BAV1_0173,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,11a5_188,Mar-15,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,DET0180,Jan-05,"Sheshadri, Nature",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,cbdbA187,Oct-05,"Kube, Nat. Biotech",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_16,23,8657123VS,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_11,39,KB13241_1,2012,LAH,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_11,39,JNA_RD13,Mar-14,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_11,39,11a5_1439,Mar-15,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_11,39,GT_1287,Feb-10,NCBI direct submission,Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005_11,39,cbdbA1563,Oct-05,"Kube, Nat. Biotech",Oct-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,KB1_5,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,GT_1353,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,11a5_1515,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_9,15,JNA_RD4,Mar-14,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,DET1545,Jan-05,"Sheshadri, Nature",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,cbdbA1638,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,AY374250,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,D335-WL,Jun-09,"Grostern, U of T",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_8,15,8658361VS,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,KB13241_4,2012,LAH,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,JNA_RD3,14-Mar,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,11a5_1437,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,GT_1285,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,cbdbA1560,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_7,14,AY374249,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,KB1_4,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,11a5_1506,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,JNA_RD2,Mar-14,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,GT_1347,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,cbdbA1627,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,AY374248,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_6,13,8658355VS ,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,KB13107_2,2012,LAH,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,BAV1_0121,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,DET0302,Jan-05,"Sheshadri, Nature",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,cbdbA238,Oct-05,"Kube, Nat. Biotech",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,8658278VS ,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_15,22,11a5_227,Mar-15,NCBI direct submission,Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_17,24,BAV1_0276,Oct-04,"Krajmalnik-Brown, AEM",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_17,24,8657058VS ,Nov-09,"McMurdie, PLOS Gen.",Oct-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,KB1_3,Dec-05,LAH,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,11a5_1308,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,GT_1191,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,cbdbA1455,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,AY374247,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,MB_rdhA5 ,Aug-10,"Chow, ISMEJ",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,JNA_RD1,Mar-14,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_5,12,8658189VS ,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,KB1_1,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,KB13109_4 ,2012,LAH,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,11a5_1497,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,GT_1338,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,cbdbA1618,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,AY374245,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_3,10,8658346VS ,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,KB1_2,Dec-05,"ASW, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,11a5_1477,Mar-15,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,GT_1321,Feb-10,NCBI direct submission,Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,cbdbA1598,Oct-05,"Kube, Nat. Biotech",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,AY374246,Sep-04,"Holscher, AEM",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_4,11,8658327VS ,Nov-09,"McMurdie, PLOS Gen.",Sep-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AY013365,Aug-00,NCBI direct submission,Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,Dhaf_0737,Dec-08,NCBI direct submission,Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AF115542,Jul-99,"van de pas, jbc",Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AY013360,Nov-00,NCBI direct submission,Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AF259790,Apr-00,NCBI direct submission,Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AB194705,Sep-05,"Tsukagoshi, App. Mic. Biotech.",Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_1,2,AF259791,Apr-00,NCBI direct submission,Apr-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_5,4,Dhaf_0713,Feb-12,"Kim, BMC Microbio",Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_5,4,AY013366,Nov-00,NCBI direct submission,Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_5,4,AY013362,Nov-00,NCBI direct submission,Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000_5,4,AY013364,Nov-00,NCBI direct submission,Nov-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_1,7,AJ539533,Jan-03,NCBI direct submission,Jan-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_1,7,ACT3-rdh08,2012,"ST, this volume",Jan-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_1,7,ACT3-rdh09r,2012,"ST, this volume",Jan-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,AY216592,Jun-98,"Miller, Arch Micro",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,Dhaf_pceA,Mar-06,"Nonaka, J Bacteriol",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,AJ439608,Aug-03,"Maillard, AEM",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,AM183918,May-07,"Marzorati, AEM",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,CR1_tceA,Apr-07,NCBI direct submission,Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,D334-WLm,May-09,"Grostern, AEM",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,D329-MS,Sep-09,"Grostern, EST",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998_1,6,ACT3-rdh12,2012,"ST, this volume",Jan-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
